episode,total_timesteps,episode_length,episode_reward,rolling_mean_reward,elapsed_seconds
416,4992,12,6.699981,5.397876,25.202821
417,5004,12,5.113927,5.409576,25.235822
418,5016,12,5.810621,5.414437,25.270333
419,5028,12,4.692285,5.396594,25.307338
420,5040,12,5.804182,5.404524,25.344349
421,5052,12,5.228595,5.378585,25.382865
422,5064,12,4.155038,5.372199,25.414869
423,5076,12,4.604723,5.311359,25.448684
424,5088,12,4.729912,5.276111,25.483677
425,5100,12,4.193533,5.250170,25.528685
426,5112,12,5.295087,5.256853,25.563198
427,5124,12,6.573825,5.312689,25.993305
428,5136,12,5.592862,5.306848,26.028260
429,5148,12,5.075886,5.281038,26.069792
430,5160,12,6.052461,5.303522,26.111792
431,5172,12,6.366668,5.364440,26.153310
432,5184,12,4.077141,5.302414,26.193307
433,5196,12,4.800532,5.274603,26.232310
434,5208,12,5.183499,5.260380,26.263829
435,5220,12,4.595295,5.279425,26.296825
436,5232,12,5.834757,5.268246,26.328825
437,5244,12,5.476268,5.264109,26.361343
438,5256,12,4.562684,5.246094,26.392363
439,5268,12,4.942487,5.205253,26.429347
440,5280,12,6.397238,5.274379,26.461883
441,5292,12,4.455524,5.184601,26.500879
442,5304,12,4.350427,5.154061,26.534885
443,5316,12,4.570207,5.104445,26.573411
444,5328,12,4.086882,5.080229,26.606420
445,5340,12,5.514972,5.068660,26.640411
446,5352,12,6.171559,5.106379,26.672932
447,5364,12,6.361956,5.194655,26.704937
448,5376,12,5.736696,5.239934,26.740959
449,5388,12,5.317881,5.263453,26.792480
450,5400,12,4.975696,5.294740,26.826475
451,5412,12,4.788480,5.274475,26.860003
452,5424,12,5.254391,5.221698,26.898000
453,5436,12,4.883183,5.193311,26.933013
454,5448,12,5.271742,5.201145,26.966077
455,5460,12,4.369668,5.133833,27.003073
456,5472,12,5.839492,5.112746,27.035079
457,5484,12,5.357091,5.163944,27.065601
458,5496,12,5.309643,5.184309,27.100600
459,5508,12,3.867364,5.131663,27.144495
460,5520,12,4.831044,5.141093,27.180498
461,5532,12,4.956253,5.105953,27.217856
462,5544,12,5.859905,5.121299,27.261364
