episode,total_timesteps,episode_length,episode_reward,rolling_mean_reward,elapsed_seconds
558,6696,12,7.930398,8.426862,26.130160
559,6708,12,7.833723,8.381631,26.167172
560,6720,12,8.198326,8.413801,26.202710
561,6732,12,8.920801,8.442649,26.233691
562,6744,12,8.027298,8.383923,26.265710
563,6756,12,8.028355,8.408385,26.295220
564,6768,12,8.293369,8.374484,26.327238
565,6780,12,8.743653,8.356715,26.356220
566,6792,12,8.733232,8.345279,26.385773
567,6804,12,7.692464,8.307996,26.417580
568,6816,12,6.721323,8.199623,26.454527
569,6828,12,8.543620,8.194032,26.485054
570,6840,12,8.634947,8.176340,26.518050
571,6852,12,9.191064,8.227950,26.548049
572,6864,12,7.812263,8.223039,26.579154
573,6876,12,8.544197,8.245588,26.608784
574,6888,12,9.099281,8.316871,26.645779
575,6900,12,7.882902,8.260511,26.676792
576,6912,12,8.936043,8.318051,26.707306
577,6924,12,8.459032,8.306861,26.739830
578,6936,12,8.166121,8.308639,26.768831
579,6948,12,8.475149,8.320322,26.812633
580,6960,12,8.539060,8.333841,26.842628
581,6972,12,7.412328,8.306300,26.872635
582,6984,12,7.858135,8.267083,26.903241
583,6996,12,7.752187,8.259955,26.935340
584,7008,12,7.770046,8.257408,26.964340
585,7020,12,7.961969,8.247954,26.994774
586,7032,12,9.095192,8.254929,27.025342
587,7044,12,8.939543,8.291419,27.062342
588,7056,12,7.250307,8.260297,27.098485
589,7068,12,7.762342,8.239056,27.180232
590,7080,12,8.346031,8.223151,27.240861
591,7092,12,8.568619,8.216567,27.313984
592,7104,12,8.506756,8.249138,27.387052
593,7116,12,8.728918,8.329442,27.442585
594,7128,12,8.505947,8.327935,27.490478
595,7140,12,7.748657,8.292484,27.531555
596,7152,12,8.641956,8.270519,27.567564
597,7164,12,7.983783,8.277380,27.613085
598,7176,12,10.095189,8.339420,27.989053
599,7188,12,8.593771,8.319199,28.035141
600,7200,12,9.259189,8.374251,28.080080
601,7212,12,9.263101,8.387333,28.132267
602,7224,12,8.957127,8.407257,28.176667
603,7236,12,8.308564,8.412955,28.220282
604,7248,12,9.524013,8.454909,28.268283
605,7260,12,8.147102,8.439231,28.311414
606,7272,12,8.204637,8.470923,28.354527
607,7284,12,8.750414,8.506614,28.397202
608,7296,12,7.101624,8.480592,28.432350
609,7308,12,9.201056,8.537832,28.461349
610,7320,12,9.896849,8.615227,28.488382
611,7332,12,8.917971,8.608139,28.516395
612,7344,12,8.180310,8.577769,28.550380
613,7356,12,8.785846,8.639191,28.577392
614,7368,12,9.010734,8.689127,28.608914
615,7380,12,8.165934,8.681923,28.637932
616,7392,12,8.879325,8.694351,28.664925
617,7404,12,9.217507,8.722781,28.692463
618,7416,12,6.971770,8.652495,28.721462
619,7428,12,8.108310,8.636590,28.747856
620,7440,12,8.146606,8.652508,28.775891
621,7452,12,8.822976,8.659748,28.804565
622,7464,12,8.668876,8.687152,28.831641
623,7476,12,8.001425,8.603401,28.860635
624,7488,12,9.619382,8.644426,28.888396
625,7500,12,8.980503,8.633278,28.922296
626,7512,12,8.254048,8.592916,28.952373
627,7524,12,8.206330,8.562884,28.981547
628,7536,12,7.579701,8.533730,29.010079
629,7548,12,7.966864,8.471444,29.038059
630,7560,12,8.098271,8.469491,29.067184
631,7572,12,8.705328,8.489518,29.098965
