#{"t_start": 1776060277.0153494, "env_id": "None"}
r,l,t
-0.140197,12,10.160466
-0.175493,12,10.192532
-0.144484,12,10.223611
-0.154827,12,10.258793
-0.153716,12,10.288952
-0.176208,12,10.319851
-0.185709,12,10.352962
-0.172849,12,10.384279
-0.150861,12,10.416887
-0.16654,12,10.462699
-0.163336,12,10.500001
-0.155943,12,10.538474
-0.159164,12,10.568952
-0.133555,12,10.603054
-0.187755,12,10.633598
-0.134264,12,10.673903
-0.162597,12,10.704829
-0.14638,12,10.73746
-0.151565,12,10.767401
-0.152959,12,10.797967
-0.145822,12,10.82905
-0.179282,12,10.866501
-0.149236,12,10.897765
-0.166097,12,10.930876
-0.169739,12,10.961621
-0.128725,12,10.995414
-0.165704,12,11.029784
-0.168411,12,11.06028
-0.144861,12,11.099936
-0.181951,12,11.129519
-0.155766,12,11.165935
-0.181068,12,11.196316
-0.14875,12,11.230341
-0.16454,12,11.2634
-0.175541,12,11.293487
-0.184728,12,11.325028
-0.152964,12,11.355762
-0.171906,12,11.392302
-0.138419,12,11.428823
-0.156047,12,11.465035
-0.167162,12,11.876152
-0.165959,12,11.905936
-0.149915,12,11.936837
-0.138092,12,11.970739
-0.171607,12,12.001773
-0.148686,12,12.034785
-0.190869,12,12.064389
-0.186673,12,12.095753
-0.150195,12,12.133425
-0.164228,12,12.165036
-0.16237,12,12.196425
-0.157898,12,12.226191
-0.14139,12,12.256793
-0.161799,12,12.295162
-0.134578,12,12.334816
-0.178134,12,12.377258
-0.142913,12,12.408629
-0.140536,12,12.441624
-0.184534,12,12.470302
-0.168856,12,12.500855
-0.198591,12,12.532366
-0.164141,12,12.565053
-0.159182,12,12.594682
-0.183131,12,12.625906
-0.15524,12,12.662448
-0.148907,12,12.693501
-0.18264,12,12.729078
-0.160196,12,12.758529
-0.130949,12,12.79196
-0.145758,12,12.82175
-0.126577,12,12.858332
-0.177891,12,12.889798
-0.131036,12,12.920628
-0.157027,12,12.950017
-0.159362,12,12.979196
-0.186879,12,13.017386
-0.177917,12,13.04975
-0.190298,12,13.079817
-0.148622,12,13.115155
-0.184325,12,13.148612
-0.146176,12,13.182287
-0.148549,12,13.212838
-0.179596,12,13.242542
-0.16572,12,13.654314
-0.180589,12,13.688579
-0.136386,12,13.726242
-0.157801,12,13.756922
-0.154542,12,13.787919
-0.143327,12,13.819153
-0.160589,12,13.854939
-0.176208,12,13.885369
-0.152255,12,13.917201
-0.144324,12,13.956107
-0.16985,12,13.985394
-0.141133,12,14.015888
-0.1683,12,14.05194
-0.117192,12,14.091274
-0.175848,12,14.126326
-0.162701,12,14.164513
-0.152938,12,14.194323
-0.136125,12,14.226591
-0.131639,12,14.269781
-0.189646,12,14.306405
-0.128058,12,14.344368
-0.184221,12,14.384661
-0.143421,12,14.419347
-0.161663,12,14.458352
-0.160986,12,14.493901
-0.149596,12,14.52885
-0.141241,12,14.561471
-0.184728,12,14.592517
-0.185131,12,14.628954
-0.160895,12,14.664056
-0.182122,12,14.705727
-0.164289,12,14.740067
-0.192157,12,14.780197
-0.135802,12,14.81604
-0.182372,12,14.850164
-0.184224,12,14.883623
-0.199132,12,14.923464
-0.150332,12,14.961293
-0.149643,12,14.998841
-0.178737,12,15.02754
-0.134381,12,15.058609
-0.147902,12,15.102819
-0.137428,12,15.482279
-0.137959,12,15.518805
-0.153024,12,15.55089
-0.153716,12,15.583121
-0.144557,12,15.623737
-0.144581,12,15.654962
-0.178677,12,15.689335
-0.184728,12,15.725943
-0.149793,12,15.75653
-0.187532,12,15.796477
-0.142452,12,15.836476
-0.141319,12,15.87944
-0.189977,12,15.920955
-0.178379,12,15.954865
-0.135493,12,16.003381
-0.182158,12,16.039751
-0.167341,12,16.076397
-0.163441,12,16.107811
-0.157837,12,16.13857
-0.190545,12,16.170358
-0.170451,12,16.206987
-0.160902,12,16.238616
-0.178498,12,16.271439
-0.137354,12,16.304874
-0.192895,12,16.339646
-0.166218,12,16.37205
-0.171023,12,16.408162
-0.167497,12,16.445899
-0.156634,12,16.485201
-0.188873,12,16.519723
-0.193986,12,16.556471
-0.189329,12,16.586835
-0.167982,12,16.623775
-0.117661,12,16.665717
-0.151242,12,16.70155
-0.15406,12,16.734104
-0.192816,12,16.764936
-0.154288,12,16.795322
-0.183967,12,16.828501
-0.148875,12,16.862972
-0.158345,12,16.903656
-0.137396,12,16.938254
-0.149582,12,16.971284
-0.149442,12,17.340857
-0.185643,12,17.3708
-0.148519,12,17.403521
-0.184716,12,17.437119
-0.127648,12,17.467556
-0.135639,12,17.49823
-0.149575,12,17.531535
-0.203994,12,17.569923
-0.151131,12,17.613393
-0.122634,12,17.648975
-0.159601,12,17.678971
-0.165933,12,17.708697
-0.17763,12,17.739162
-0.137094,12,17.777267
-0.170616,12,17.806789
-0.179003,12,17.837582
-0.183206,12,17.868571
-0.168843,12,17.898012
-0.160314,12,17.929457
-0.185117,12,17.963522
-0.185968,12,17.997499
-0.181727,12,18.030072
-0.200389,12,18.069461
-0.163454,12,18.107547
-0.177114,12,18.139239
-0.166989,12,18.172192
-0.179347,12,18.204308
-0.168153,12,18.234005
-0.172352,12,18.26475
-0.163954,12,18.301326
-0.155564,12,18.331814
-0.157989,12,18.368449
-0.167386,12,18.397969
-0.175902,12,18.428637
-0.177634,12,18.460111
-0.145932,12,18.489391
-0.167761,12,18.520007
-0.195024,12,18.551111
-0.168595,12,18.59136
-0.165184,12,18.624667
-0.15141,12,18.660096
-0.182266,12,18.700759
-0.182356,12,18.731613
-0.177315,12,19.104614
-0.17233,12,19.144902
-0.166786,12,19.18162
-0.156353,12,19.21235
-0.168327,12,19.247883
-0.161581,12,19.279196
-0.159362,12,19.309056
-0.175233,12,19.343229
-0.197012,12,19.375973
-0.182962,12,19.418448
-0.158791,12,19.449303
-0.187285,12,19.489077
-0.181904,12,19.51962
-0.151063,12,19.559282
-0.171333,12,19.589509
-0.135771,12,19.619204
-0.136152,12,19.664692
-0.142313,12,19.698073
-0.151434,12,19.73626
-0.174538,12,19.766852
-0.150504,12,19.796693
-0.144,12,19.826238
-0.148367,12,19.859928
-0.180332,12,19.889507
-0.188398,12,19.926658
-0.141241,12,19.960829
-0.174105,12,19.996691
-0.184658,12,20.033295
-0.13455,12,20.06434
-0.147016,12,20.100993
-0.140697,12,20.136946
-0.145022,12,20.173904
-0.14399,12,20.216175
-0.182058,12,20.252761
-0.148568,12,20.290056
-0.188855,12,20.326967
-0.169231,12,20.360451
-0.15515,12,20.389254
-0.169787,12,20.419659
-0.139194,12,20.450956
-0.160119,12,20.481928
-0.17763,12,20.51146
-0.144954,12,20.887744
-0.137799,12,20.962916
-0.139108,12,20.993417
-0.169818,12,21.024302
-0.141354,12,21.055337
-0.162415,12,21.0913
-0.169265,12,21.124042
-0.191198,12,21.156642
-0.184728,12,21.193676
-0.172332,12,21.223365
-0.142197,12,21.256782
-0.150091,12,21.29812
-0.160564,12,21.336992
-0.18154,12,21.371658
-0.182026,12,21.407117
-0.119285,12,21.449735
-0.130459,12,21.48403
-0.192287,12,21.516829
-0.190923,12,21.553014
-0.188855,12,21.586307
-0.154559,12,21.623979
-0.152528,12,21.660984
-0.188705,12,21.707361
-0.16381,12,21.775661
-0.160101,12,21.83556
-0.192444,12,21.895345
-0.156627,12,21.948605
-0.169486,12,21.997259
-0.156451,12,22.037847
-0.182822,12,22.070011
-0.181142,12,22.099122
-0.127564,12,22.13056
-0.160971,12,22.170769
-0.144864,12,22.201302
-0.186026,12,22.229324
-0.185657,12,22.255327
-0.181951,12,22.288118
-0.150068,12,22.336699
-0.182034,12,22.378176
-0.182231,12,22.420346
-0.117832,12,22.454366
-0.13316,12,22.492345
-0.162654,12,22.52133
-0.124113,12,22.875217
-0.183519,12,22.904333
-0.148808,12,22.936525
-0.150517,12,22.970601
-0.167866,12,23.006147
-0.164393,12,23.037155
-0.168052,12,23.075418
-0.185646,12,23.105063
-0.184474,12,23.134062
-0.174962,12,23.163064
-0.194221,12,23.192648
-0.177914,12,23.226626
-0.133674,12,23.25835
-0.150177,12,23.286817
-0.174171,12,23.316957
-0.167007,12,23.343562
-0.162617,12,23.371525
-0.164751,12,23.400739
-0.165083,12,23.429139
-0.182231,12,23.461225
-0.188921,12,23.488747
-0.136306,12,23.525018
-0.181823,12,23.558198
-0.178634,12,23.591124
-0.181975,12,23.628431
-0.154053,12,23.656714
-0.171601,12,23.683473
-0.165421,12,23.711831
-0.169683,12,23.745707
-0.147888,12,23.784087
-0.188341,12,23.813418
-0.187865,12,23.842524
-0.182535,12,23.871452
-0.163987,12,23.89991
-0.176238,12,23.929467
-0.166978,12,23.958326
-0.167501,12,23.988373
-0.155471,12,24.019809
-0.187662,12,24.053273
-0.148827,12,24.083288
-0.159959,12,24.112811
-0.138075,12,24.143822
-0.150643,12,24.188673
-0.192281,12,24.587814
-0.181831,12,24.634506
-0.158645,12,24.673896
-0.203719,12,24.704377
-0.197653,12,24.73538
-0.182255,12,24.766376
-0.165672,12,24.797119
-0.122016,12,24.826603
-0.196493,12,24.870613
-0.161309,12,24.909189
-0.186103,12,24.93971
-0.151217,12,24.998701
-0.175691,12,25.061338
-0.182448,12,25.111097
-0.147122,12,25.142076
-0.176234,12,25.174567
-0.191162,12,25.206724
-0.134542,12,25.241261
-0.1237,12,25.26926
-0.178322,12,25.297951
-0.165123,12,25.326757
-0.180303,12,25.355212
-0.168152,12,25.389646
-0.162674,12,25.432648
-0.14192,12,25.482294
-0.156949,12,25.521857
-0.16644,12,25.554863
-0.148113,12,25.582879
-0.139558,12,25.612401
-0.16123,12,25.642889
-0.161387,12,25.676573
-0.164204,12,25.720354
-0.155908,12,25.765352
-0.163288,12,25.808128
-0.163603,12,25.846334
-0.152884,12,25.873533
-0.189828,12,25.902881
-0.168661,12,25.930882
-0.147477,12,25.958881
-0.143913,12,25.98736
-0.193238,12,26.016173
-0.194654,12,26.053551
-0.161957,12,26.411364
-0.127896,12,26.440018
-0.167175,12,26.467796
-0.138516,12,26.495317
-0.142229,12,26.52238
-0.175923,12,26.549861
-0.184668,12,26.577671
-0.134828,12,26.604545
-0.164544,12,26.633311
-0.143382,12,26.663651
-0.164075,12,26.703643
-0.141481,12,26.732377
-0.159405,12,26.764691
-0.131662,12,26.795584
-0.135737,12,26.823409
-0.188777,12,26.84987
-0.1733,12,26.886776
-0.145453,12,26.918696
-0.152866,12,26.946284
-0.128066,12,26.974084
-0.170631,12,27.003365
-0.166292,12,27.033029
-0.176053,12,27.061861
-0.162219,12,27.090217
-0.141811,12,27.126042
-0.143491,12,27.161294
-0.155696,12,27.190472
-0.162686,12,27.222334
-0.163235,12,27.249921
-0.184728,12,27.279828
-0.16827,12,27.315394
-0.127947,12,27.344084
-0.182393,12,27.373891
-0.13789,12,27.404583
-0.162163,12,27.434384
-0.163593,12,27.463472
-0.185924,12,27.499451
-0.149596,12,27.534549
-0.138069,12,27.563232
-0.127044,12,27.593465
-0.155601,12,27.623145
-0.127627,12,27.653588
-0.145704,12,27.690214
-0.159238,12,28.072399
-0.170723,12,28.105696
-0.151601,12,28.139342
-0.173513,12,28.173122
-0.119823,12,28.204236
-0.131562,12,28.236821
-0.141286,12,28.271142
-0.16668,12,28.302322
-0.153573,12,28.336976
-0.190383,12,28.368038
-0.12962,12,28.399148
-0.135467,12,28.433828
-0.16146,12,28.463454
-0.186055,12,28.49387
-0.140192,12,28.526322
-0.181756,12,28.568678
-0.156999,12,28.613189
-0.189646,12,28.649741
-0.150434,12,28.688591
-0.153055,12,28.725699
-0.160838,12,28.75597
-0.141013,12,28.790636
-0.150624,12,28.822908
-0.134389,12,28.86181
-0.135059,12,28.901287
-0.145774,12,28.936583
-0.177731,12,28.974532
-0.163,12,29.00977
-0.155047,12,29.042634
-0.151308,12,29.077892
-0.158106,12,29.10908
-0.122132,12,29.138907
-0.140705,12,29.169592
-0.128629,12,29.210187
-0.179501,12,29.246244
-0.149965,12,29.281868
-0.145876,12,29.313064
-0.148352,12,29.345908
-0.179881,12,29.374394
-0.160751,12,29.408435
-0.143155,12,29.441403
-0.191427,12,29.474966
-0.162106,12,29.507604
-0.185665,12,29.889939
-0.129568,12,29.922709
-0.153905,12,29.953804
-0.13676,12,29.985269
-0.143188,12,30.015635
-0.185155,12,30.045537
-0.153028,12,30.086276
-0.181814,12,30.116358
-0.149603,12,30.14603
-0.18475,12,30.176138
-0.148818,12,30.206927
-0.134993,12,30.237674
-0.133854,12,30.268502
-0.163826,12,30.303783
-0.189836,12,30.332657
-0.134116,12,30.364244
-0.187499,12,30.393208
-0.174063,12,30.424705
-0.164063,12,30.4555
-0.177187,12,30.488163
-0.191114,12,30.524455
-0.162245,12,30.556053
-0.184728,12,30.58667
-0.17763,12,30.616235
-0.145531,12,30.647685
-0.161811,12,30.684471
-0.138965,12,30.726333
-0.169058,12,30.756894
-0.166779,12,30.793415
-0.156978,12,30.840481
-0.143738,12,30.871451
-0.178013,12,30.902589
-0.168023,12,30.93535
-0.155908,12,30.970926
-0.190141,12,31.002387
-0.154507,12,31.037587
-0.181226,12,31.069989
-0.140126,12,31.10382
-0.152017,12,31.136196
-0.182128,12,31.169652
-0.144368,12,31.20545
-0.172939,12,31.236302
-0.146561,12,31.60105
-0.170711,12,31.650191
-0.175634,12,31.685775
-0.164662,12,31.71758
-0.135267,12,31.750484
-0.178661,12,31.786
-0.194398,12,31.824582
-0.15794,12,31.860127
-0.161224,12,31.891183
-0.14812,12,31.926627
-0.125833,12,31.958275
-0.141711,12,31.990203
-0.151107,12,32.023987
-0.146872,12,32.054604
-0.189947,12,32.08447
-0.135878,12,32.116712
-0.104368,12,32.151459
-0.177908,12,32.181116
-0.167585,12,32.21251
-0.134235,12,32.245919
-0.154551,12,32.275503
-0.171931,12,32.306002
-0.163583,12,32.335752
-0.181065,12,32.372513
-0.159362,12,32.40297
-0.180282,12,32.432696
-0.142215,12,32.465575
-0.171411,12,32.497786
-0.143613,12,32.532701
-0.170279,12,32.567193
-0.160659,12,32.599058
-0.163238,12,32.634182
-0.166681,12,32.664937
-0.152499,12,32.697506
-0.161871,12,32.728674
-0.184097,12,32.759529
-0.165394,12,32.789886
-0.170221,12,32.821058
-0.189052,12,32.850832
-0.114019,12,32.881649
-0.141955,12,32.911362
-0.161224,12,32.946842
-0.109074,12,32.984796
-0.148729,12,33.372173
-0.184198,12,33.402137
-0.142868,12,33.434725
-0.168052,12,33.465263
-0.184893,12,33.495143
-0.150558,12,33.527166
-0.1419,12,33.558737
-0.136091,12,33.591954
-0.145085,12,33.624047
-0.15341,12,33.659725
-0.149895,12,33.695918
-0.162704,12,33.72928
-0.140464,12,33.760917
-0.127452,12,33.797839
-0.18419,12,33.83004
-0.169992,12,33.862793
-0.133341,12,33.893511
-0.175992,12,33.922882
-0.146497,12,33.953663
-0.166074,12,33.988223
-0.164524,12,34.0183
-0.136683,12,34.053427
-0.127986,12,34.090068
-0.180732,12,34.120277
-0.140855,12,34.154201
-0.159258,12,34.189421
-0.162746,12,34.218909
-0.130333,12,34.257099
-0.145644,12,34.288
-0.159601,12,34.318883
-0.173715,12,34.350042
-0.141808,12,34.379894
-0.183437,12,34.417071
-0.181001,12,34.451991
-0.177371,12,34.482735
-0.182908,12,34.518591
-0.142913,12,34.549506
-0.194489,12,34.586341
-0.188802,12,34.617064
-0.182849,12,34.647992
-0.117251,12,34.680295
-0.157846,12,34.717552
-0.138594,12,34.747017
-0.150287,12,35.093417
-0.136774,12,35.1227
-0.13739,12,35.160267
-0.164538,12,35.193389
-0.173043,12,35.223903
-0.153253,12,35.255632
-0.130502,12,35.286263
-0.12378,12,35.317012
-0.134271,12,35.351704
-0.139615,12,35.384189
-0.170083,12,35.416191
-0.182746,12,35.448699
-0.121355,12,35.481082
-0.154731,12,35.511156
-0.123985,12,35.539648
-0.138692,12,35.574829
-0.149653,12,35.606448
-0.181588,12,35.637417
-0.195346,12,35.668223
-0.151061,12,35.703917
-0.146856,12,35.742846
-0.14424,12,35.781746
-0.160256,12,35.812463
-0.147917,12,35.843097
-0.160769,12,35.873466
-0.135963,12,35.903547
-0.124563,12,35.93387
-0.137734,12,35.969284
-0.165063,12,35.998998
-0.17727,12,36.037419
-0.151271,12,36.068101
-0.153759,12,36.099814
-0.164978,12,36.136744
-0.120488,12,36.169338
-0.118572,12,36.200972
-0.145109,12,36.232078
-0.106723,12,36.262776
-0.123566,12,36.29361
-0.152678,12,36.32438
-0.146748,12,36.359163
-0.121943,12,36.393492
-0.158532,12,36.438162
-0.17726,12,36.838707
-0.165164,12,36.87289
-0.154367,12,36.904993
-0.184728,12,36.940228
-0.144484,12,36.988583
-0.149071,12,37.023379
-0.109802,12,37.074663
-0.164802,12,37.12308
-0.170534,12,37.157674
-0.162062,12,37.190941
-0.160375,12,37.223238
-0.187631,12,37.259149
-0.164893,12,37.299415
-0.174523,12,37.331141
-0.150854,12,37.371089
-0.13859,12,37.400921
-0.122054,12,37.438425
-0.137006,12,37.471277
-0.110526,12,37.505385
-0.166056,12,37.542609
-0.147917,12,37.58548
-0.131553,12,37.621329
-0.168103,12,37.655956
-0.175706,12,37.686728
-0.137979,12,37.71634
-0.113556,12,37.748779
-0.137956,12,37.779396
-0.141412,12,37.809973
-0.173832,12,37.844038
-0.161999,12,37.879829
-0.158832,12,37.912013
-0.135436,12,37.942153
-0.130297,12,37.980286
-0.146657,12,38.018808
-0.121993,12,38.059407
-0.188855,12,38.111045
-0.129728,12,38.156963
-0.151727,12,38.234091
-0.126976,12,38.28957
-0.141019,12,38.341544
-0.126696,12,38.381552
-0.117094,12,38.414953
-0.126667,12,38.458786
-0.140782,12,38.84641
-0.134535,12,38.874247
-0.173972,12,38.9055
-0.15666,12,38.942057
-0.120899,12,38.981079
-0.134688,12,39.019181
-0.133513,12,39.079816
-0.163299,12,39.118026
-0.187919,12,39.169561
-0.161972,12,39.209912
-0.156656,12,39.252808
-0.115687,12,39.291815
-0.146446,12,39.340126
-0.14227,12,39.376961
-0.118061,12,39.419182
-0.182674,12,39.471796
-0.1588,12,39.521999
-0.135883,12,39.560623
-0.146129,12,39.603965
-0.136169,12,39.639749
-0.188855,12,39.684585
-0.144844,12,39.723894
-0.141453,12,39.770517
-0.130724,12,39.814837
-0.133265,12,39.851089
-0.172593,12,39.881188
-0.145739,12,39.908059
-0.110422,12,39.942733
-0.149932,12,39.969167
-0.154467,12,39.996084
-0.130587,12,40.025184
-0.16987,12,40.051776
-0.18029,12,40.081037
-0.172949,12,40.108411
-0.146503,12,40.134811
-0.15812,12,40.167389
-0.182286,12,40.196576
-0.162477,12,40.225092
-0.130624,12,40.252947
-0.141244,12,40.281552
-0.169435,12,40.317704
-0.151405,12,40.353637
-0.140016,12,40.382349
-0.148216,12,40.732756
-0.161883,12,40.764237
-0.172279,12,40.794923
-0.129997,12,40.820881
-0.138558,12,40.847169
-0.161224,12,40.879645
-0.128505,12,40.907165
-0.202894,12,40.939609
-0.126542,12,40.983079
-0.174424,12,41.034469
-0.18054,12,41.071592
-0.115752,12,41.115144
-0.159688,12,41.155271
-0.150392,12,41.195622
-0.191232,12,41.236013
-0.170736,12,41.271819
-0.194606,12,41.30534
-0.168586,12,41.339396
-0.141201,12,41.374767
-0.165448,12,41.4097
-0.132595,12,41.446277
-0.129751,12,41.487128
-0.166948,12,41.521946
-0.164656,12,41.558615
-0.13516,12,41.593532
-0.166478,12,41.632326
-0.151569,12,41.669013
-0.145321,12,41.706228
-0.168404,12,41.740988
-0.164537,12,41.770991
-0.133854,12,41.802713
-0.163978,12,41.833925
-0.168826,12,41.870394
-0.172736,12,41.905336
-0.13427,12,41.945034
-0.175564,12,41.983633
-0.157444,12,42.01376
-0.117263,12,42.049558
-0.19235,12,42.077875
-0.123189,12,42.106056
-0.158131,12,42.133785
-0.188855,12,42.171221
-0.134739,12,42.570088
-0.134468,12,42.596815
-0.131412,12,42.624295
-0.177026,12,42.670462
-0.128364,12,42.70821
-0.144249,12,42.744977
-0.112117,12,42.785046
-0.166396,12,42.825334
-0.173054,12,42.867082
-0.168649,12,42.901933
-0.192225,12,42.944262
-0.182255,12,42.978786
-0.15939,12,43.015085
-0.161223,12,43.059526
-0.159039,12,43.097052
-0.134332,12,43.133048
-0.157865,12,43.1771
-0.144085,12,43.223074
-0.158925,12,43.278442
-0.152001,12,43.316053
-0.184154,12,43.36075
-0.120317,12,43.398957
-0.116635,12,43.438457
-0.147225,12,43.477482
-0.139377,12,43.513149
-0.156651,12,43.546387
-0.138114,12,43.57354
-0.119415,12,43.60109
-0.153217,12,43.63286
-0.128291,12,43.66278
-0.146471,12,43.709412
-0.113088,12,43.736163
-0.134832,12,43.764486
-0.143746,12,43.798218
-0.18054,12,43.824654
-0.111349,12,43.854
-0.132777,12,43.888211
-0.169605,12,43.915948
-0.143954,12,43.943803
-0.171143,12,43.970334
-0.134964,12,43.9978
-0.136365,12,44.030718
-0.183368,12,44.060667
-0.173048,12,44.445464
-0.142909,12,44.475587
-0.136619,12,44.50929
-0.116828,12,44.546297
-0.188855,12,44.573456
-0.135396,12,44.607711
-0.14783,12,44.645986
-0.149841,12,44.686533
-0.118542,12,44.724937
-0.159995,12,44.764364
-0.150195,12,44.799936
-0.126194,12,44.843524
-0.14143,12,44.881102
-0.142309,12,44.916132
-0.142874,12,44.953262
-0.16495,12,45.002521
-0.13681,12,45.042879
-0.163037,12,45.083625
-0.151526,12,45.118
-0.157005,12,45.154535
-0.136388,12,45.191241
-0.159888,12,45.247689
-0.122504,12,45.287915
-0.148562,12,45.326333
-0.11831,12,45.360983
-0.137403,12,45.397839
-0.167116,12,45.430707
-0.138189,12,45.459736
-0.144558,12,45.490157
-0.153355,12,45.516484
-0.181405,12,45.548806
-0.132679,12,45.581371
-0.162756,12,45.607877
-0.179651,12,45.634936
-0.192496,12,45.668577
-0.1603,12,45.704575
-0.118267,12,45.7401
-0.123827,12,45.772418
-0.184438,12,45.799555
-0.130933,12,45.827275
-0.137596,12,45.853837
-0.125614,12,45.88842
-0.155721,12,45.920141
-0.167669,12,46.405699
-0.158782,12,46.444315
-0.130663,12,46.480749
-0.167716,12,46.519717
-0.198473,12,46.555143
-0.111481,12,46.594302
-0.154365,12,46.630605
-0.15697,12,46.679795
-0.139215,12,46.729105
-0.172697,12,46.774305
-0.165227,12,46.818643
-0.142103,12,46.864704
-0.149785,12,46.90035
-0.125227,12,46.936321
-0.142742,12,46.972977
-0.113798,12,47.008377
-0.139785,12,47.05391
-0.161841,12,47.092331
-0.143771,12,47.127984
-0.159313,12,47.169135
-0.128721,12,47.203843
-0.159453,12,47.241034
-0.151758,12,47.286858
-0.163038,12,47.321818
-0.184043,12,47.356628
-0.152728,12,47.39638
-0.157872,12,47.441994
-0.135978,12,47.565063
-0.120316,12,47.639765
-0.127617,12,47.702703
-0.1625,12,47.817777
-0.148203,12,47.908931
-0.170915,12,47.962105
-0.141806,12,48.008686
-0.133117,12,48.061754
-0.150567,12,48.101719
-0.15895,12,48.13877
-0.161294,12,48.176331
-0.141868,12,48.224992
-0.132432,12,48.260534
-0.142983,12,48.309384
-0.125813,12,48.35413
-0.127292,12,48.741336
-0.147026,12,48.76819
-0.120532,12,48.796787
-0.162676,12,48.825869
-0.158771,12,48.853468
-0.153899,12,48.881399
