episode,total_timesteps,episode_length,episode_reward,rolling_mean_reward,elapsed_seconds
392,4704,12,6.845522,7.367178,21.308671
393,4716,12,8.790533,7.470012,21.342589
394,4728,12,7.801296,7.428149,21.388136
395,4740,12,7.124429,7.399363,21.419847
396,4752,12,7.449764,7.428801,21.453389
397,4764,12,7.055635,7.395720,21.484093
398,4776,12,7.408677,7.412127,21.518710
399,4788,12,6.898678,7.399200,21.558708
400,4800,12,7.225784,7.408101,21.602263
401,4812,12,6.582836,7.385400,21.633253
402,4824,12,7.001631,7.312096,21.669253
403,4836,12,7.534061,7.331376,21.704808
404,4848,12,6.098640,7.285532,21.735788
405,4860,12,7.075966,7.273371,21.767786
406,4872,12,7.584442,7.242286,21.801341
407,4884,12,7.330584,7.244356,21.831354
408,4896,12,6.810905,7.265088,21.862329
409,4908,12,7.061342,7.223413,21.898507
410,4920,12,7.373702,7.214529,21.931579
411,4932,12,7.671540,7.235179,21.969482
412,4944,12,8.007062,7.264029,21.999639
413,4956,12,8.107722,7.309116,22.030637
414,4968,12,7.717477,7.307143,22.068367
415,4980,12,6.798533,7.291908,22.100093
416,4992,12,7.262552,7.304773,22.132119
417,5004,12,7.035181,7.312359,22.176017
418,5016,12,7.848899,7.274694,22.217524
419,5028,12,6.646386,7.228497,22.247526
420,5040,12,7.553487,7.245659,22.281555
421,5052,12,7.574216,7.250638,22.314049
422,5064,12,7.628604,7.273556,22.345041
423,5076,12,7.350722,7.271238,22.376095
424,5088,12,7.452688,7.293398,22.410028
425,5100,12,7.787361,7.315862,22.440028
426,5112,12,6.225948,7.301586,22.475025
427,5124,12,7.728278,7.330652,22.815020
428,5136,12,6.875155,7.304296,22.844990
429,5148,12,7.493159,7.360076,22.880095
430,5160,12,6.607344,7.341332,22.915382
431,5172,12,6.881399,7.313210,22.946384
432,5184,12,6.926496,7.297046,22.976384
433,5196,12,7.469688,7.323398,23.008482
434,5208,12,8.173250,7.367874,23.042489
435,5220,12,8.218174,7.401653,23.074482
436,5232,12,8.458129,7.433116,23.105002
437,5244,12,7.442965,7.410553,23.135011
438,5256,12,7.245775,7.376075,23.167021
439,5268,12,6.915168,7.343982,23.198578
440,5280,12,7.276953,7.363119,23.235779
441,5292,12,8.602633,7.416722,23.266778
442,5304,12,6.489451,7.394893,23.304914
443,5316,12,7.489175,7.380504,23.335915
444,5328,12,7.581199,7.417897,23.365018
445,5340,12,7.901573,7.431820,23.404586
446,5352,12,6.607541,7.393153,23.438588
447,5364,12,7.548417,7.389946,23.469586
448,5376,12,7.513218,7.396445,23.507344
449,5388,12,6.961289,7.376790,23.542088
450,5400,12,7.673651,7.372241,23.582764
451,5412,12,8.013990,7.443763,23.623558
452,5424,12,7.592142,7.438317,23.654551
453,5436,12,7.273233,7.454240,23.685557
454,5448,12,7.160260,7.440925,23.724100
455,5460,12,7.335562,7.470053,23.756090
456,5472,12,7.020147,7.475603,23.787095
457,5484,12,6.917811,7.475256,23.818603
458,5496,12,6.714607,7.445053,23.849616
459,5508,12,7.360829,7.412556,23.880612
460,5520,12,6.909859,7.360223,23.913132
461,5532,12,7.437139,7.319383,23.944131
462,5544,12,8.166517,7.348326,23.975130
463,5556,12,7.354019,7.352655,24.006675
464,5568,12,8.013612,7.396593,24.038668
465,5580,12,8.182240,7.432805,24.069668
466,5592,12,6.603961,7.352858,24.102833
467,5604,12,6.495160,7.353086,24.133825
468,5616,12,7.741487,7.363179,24.166825
469,5628,12,8.371173,7.394777,24.198355
470,5640,12,7.138871,7.364269,24.533624
471,5652,12,7.056285,7.382219,24.563633
472,5664,12,7.042129,7.361968,24.596149
473,5676,12,7.815659,7.374065,24.627160
474,5688,12,6.755650,7.365840,24.657158
475,5700,12,7.503874,7.359049,24.689158
476,5712,12,7.363408,7.333025,24.721338
477,5724,12,7.730220,7.338548,24.754425
478,5736,12,6.545599,7.309443,24.784431
479,5748,12,6.965849,7.301667,24.816942
480,5760,12,7.022318,7.289137,24.852951
481,5772,12,6.636691,7.273799,24.883965
482,5784,12,8.196557,7.324949,24.926481
483,5796,12,7.059170,7.338731,24.962588
484,5808,12,9.167900,7.411014,24.994154
485,5820,12,7.176813,7.421692,25.027149
486,5832,12,7.185277,7.411618,25.066241
487,5844,12,7.503560,7.385099,25.096670
488,5856,12,6.973627,7.369884,25.130752
489,5868,12,7.718042,7.358061,25.165659
490,5880,12,7.561903,7.333247,25.197192
491,5892,12,7.116914,7.353765,25.228195
492,5904,12,7.448797,7.391911,25.258194
493,5916,12,7.564738,7.384841,25.290217
494,5928,12,7.333710,7.343342,25.320721
495,5940,12,6.929341,7.334961,25.349720
496,5952,12,7.263811,7.343262,25.385237
497,5964,12,8.306899,7.393853,25.415759
498,5976,12,7.106735,7.365496,25.451327
499,5988,12,8.183172,7.422597,25.483042
500,6000,12,7.317983,7.415161,25.514550
501,6012,12,6.758673,7.390972,25.551573
502,6024,12,7.982768,7.401074,25.582580
503,6036,12,6.889249,7.414820,25.615090
504,6048,12,7.264320,7.426759,25.655090
505,6060,12,6.962364,7.424361,25.690387
506,6072,12,6.824842,7.431887,25.726588
507,6084,12,8.689708,7.451613,25.762391
508,6096,12,7.446291,7.467097,25.796149
509,6108,12,7.881600,7.415645,25.830148
510,6120,12,6.569201,7.391341,25.860150
511,6132,12,7.846262,7.417780,25.897107
512,6144,12,6.790223,7.389247,25.935632
513,6156,12,7.486525,7.409763,26.275440
514,6168,12,8.013078,7.421564,26.306916
515,6180,12,6.684897,7.386484,26.343913
516,6192,12,6.575336,7.364821,26.373910
517,6204,12,7.286501,7.358329,26.414731
518,6216,12,7.825339,7.368753,26.451247
519,6228,12,7.571165,7.378251,26.483243
520,6240,12,6.845991,7.374917,26.513755
521,6252,12,7.852401,7.398461,26.542864
522,6264,12,6.553824,7.328338,26.573753
523,6276,12,7.167424,7.330765,26.605270
524,6288,12,7.646632,7.309304,26.636298
525,6300,12,7.577813,7.319697,26.667282
526,6312,12,7.186860,7.336825,26.698480
527,6324,12,6.608192,7.281842,26.734473
528,6336,12,7.584583,7.309655,26.765471
529,6348,12,6.682124,7.286367,26.796317
530,6360,12,6.990571,7.287495,26.829756
531,6372,12,7.746907,7.324378,26.861755
532,6384,12,7.001813,7.256862,26.899417
533,6396,12,6.835273,7.232421,26.931417
534,6408,12,8.435446,7.254575,26.964417
535,6420,12,6.613703,7.256355,26.996963
536,6432,12,7.561877,7.244980,27.027965
537,6444,12,7.030020,7.254572,27.060958
538,6456,12,7.181001,7.242351,27.092962
539,6468,12,7.402088,7.217911,27.129557
540,6480,12,6.826944,7.223593,27.163566
541,6492,12,7.028151,7.241706,27.207003
542,6504,12,6.654567,7.216428,27.237995
543,6516,12,6.765479,7.174034,27.288000
544,6528,12,6.937678,7.148694,27.319510
545,6540,12,7.087128,7.158340,27.352607
546,6552,12,6.336632,7.097709,27.383615
547,6564,12,6.659815,7.101949,27.413030
548,6576,12,7.139586,7.100835,27.444026
549,6588,12,7.988473,7.114509,27.475060
550,6600,12,7.277821,7.102509,27.516628
551,6612,12,7.410359,7.111449,27.547625
552,6624,12,6.987333,7.126615,27.584654
553,6636,12,8.170512,7.150052,27.623219
554,6648,12,7.724942,7.191765,27.655218
555,6660,12,7.518966,7.212901,28.018299
556,6672,12,7.985644,7.222450,28.051029
557,6684,12,7.272488,7.233277,28.086718
558,6696,12,6.620883,7.224701,28.125282
559,6708,12,6.187733,7.134793,28.164275
560,6720,12,7.234308,7.159617,28.201386
561,6732,12,8.316943,7.189820,28.232385
562,6744,12,6.909859,7.185013,28.264483
563,6756,12,7.503253,7.197903,28.296102
564,6768,12,7.479493,7.201000,28.326002
565,6780,12,7.459891,7.226317,28.357001
566,6792,12,7.257514,7.235492,28.397625
567,6804,12,6.903844,7.245463,28.432661
568,6816,12,7.401474,7.270903,28.463659
569,6828,12,7.083416,7.276732,28.505176
570,6840,12,8.790409,7.344864,28.535168
571,6852,12,7.588773,7.394949,28.566169
572,6864,12,8.450504,7.466577,28.597708
573,6876,12,7.618449,7.485731,28.630734
574,6888,12,7.510563,7.466615,28.662715
575,6900,12,6.972783,7.454413,28.702334
576,6912,12,7.894017,7.473760,28.734328
577,6924,12,7.974625,7.513251,28.766328
578,6936,12,7.010946,7.466869,28.798842
579,6948,12,7.534174,7.459238,28.831850
580,6960,12,6.984930,7.437877,28.866845
581,6972,12,7.654431,7.424628,28.900372
582,6984,12,8.201457,7.461787,28.933368
583,6996,12,6.711632,7.465417,28.971368
584,7008,12,8.657920,7.564224,29.005883
585,7020,12,7.245221,7.564661,29.040883
586,7032,12,8.335814,7.565416,29.073889
587,7044,12,7.154697,7.575209,29.109506
588,7056,12,7.159055,7.561441,29.148418
589,7068,12,7.061817,7.544734,29.184429
590,7080,12,7.315070,7.538941,29.217941
591,7092,12,7.284970,7.540040,29.251939
592,7104,12,6.564180,7.526453,29.286943
593,7116,12,6.007229,7.470683,29.329640
594,7128,12,7.661410,7.493803,29.363615
595,7140,12,7.621097,7.447031,29.405165
596,7152,12,7.528424,7.444617,29.447157
597,7164,12,7.892357,7.422291,29.490217
598,7176,12,7.153774,7.403704,29.981667
599,7188,12,7.219028,7.392042,30.027635
600,7200,12,7.525057,7.414133,30.062380
601,7212,12,8.452914,7.436489,30.100190
602,7224,12,6.621335,7.382358,30.136527
603,7236,12,8.116846,7.426594,30.169704
604,7248,12,7.725060,7.434229,30.202228
605,7260,12,6.641373,7.420487,30.232272
606,7272,12,6.716049,7.382951,30.263273
607,7284,12,7.357253,7.349183,30.294277
608,7296,12,7.182729,7.368027,30.323813
609,7308,12,7.275181,7.312718,30.358810
610,7320,12,6.524875,7.283904,30.389818
611,7332,12,7.196281,7.238322,30.430324
612,7344,12,8.000085,7.272138,30.469325
613,7356,12,7.290612,7.277400,30.510869
614,7368,12,6.463100,7.253452,30.545870
615,7380,12,8.636031,7.306290,30.577867
616,7392,12,6.963823,7.293444,30.612077
617,7404,12,7.554132,7.333042,30.643073
618,7416,12,7.192264,7.380444,30.673084
619,7428,12,7.073085,7.356911,30.705796
620,7440,12,7.850647,7.366093,30.735797
621,7452,12,6.906951,7.341234,30.779807
622,7464,12,6.584637,7.288925,30.812421
623,7476,12,6.520153,7.263580,30.846430
624,7488,12,6.227248,7.223909,30.879431
625,7500,12,7.859986,7.237306,30.909951
626,7512,12,6.249537,7.149171,30.940170
627,7524,12,7.889754,7.199908,30.975170
628,7536,12,7.124122,7.160199,31.005792
629,7548,12,7.013519,7.131737,31.036792
630,7560,12,8.749572,7.216065,31.077798
631,7572,12,7.435849,7.244857,31.118457
632,7584,12,7.267564,7.241269,31.154457
633,7596,12,7.698890,7.261916,31.199999
634,7608,12,7.147698,7.256817,31.239052
635,7620,12,7.826382,7.308877,31.276030
636,7632,12,6.626050,7.286068,31.317560
