#{"t_start": 1775534778.5891929, "env_id": "None"}
r,l,t
8.159081,12,1.342023
8.351203,12,1.344649
8.341815,12,1.347266
8.253695,12,1.3499
8.308114,12,1.352516
7.817008,12,1.35513
7.917744,12,1.357756
8.150523,12,1.360366
7.849516,12,1.362986
7.74625,12,1.365602
8.705106,12,1.368212
8.167666,12,1.370865
7.791568,12,1.373473
8.926724,12,1.376115
8.341132,12,1.378728
7.158688,12,1.381341
8.426956,12,1.454677
8.143761,12,1.457543
8.143565,12,1.460226
6.775546,12,1.462884
8.451689,12,1.465517
7.406366,12,1.468134
7.745956,12,1.470745
7.820593,12,1.473371
8.704462,12,1.475988
8.232429,12,1.478586
8.055288,12,1.481205
7.68525,12,1.483798
8.291358,12,1.486401
7.362162,12,1.48902
8.589841,12,1.491643
9.02777,12,1.494236
7.750478,12,1.496829
8.397172,12,1.499419
7.724857,12,1.502009
8.299056,12,1.504602
9.327766,12,1.507197
9.550442,12,1.509785
8.621665,12,1.512845
7.825694,12,1.51596
7.398649,12,1.518627
9.007964,12,1.521256
9.20481,12,1.523882
8.492248,12,1.526485
7.206751,12,1.529104
8.113055,12,1.53173
7.937278,12,1.534336
9.412175,12,1.536916
7.915843,12,1.539503
7.383192,12,1.54211
7.997669,12,1.544695
7.344139,12,1.547295
8.537247,12,1.549901
8.393739,12,1.552495
8.733536,12,1.55509
7.484017,12,1.557687
8.3864,12,1.560279
8.087347,12,1.562875
9.697754,12,1.565454
8.449619,12,1.639973
9.852726,12,1.642691
8.337331,12,1.645375
8.522903,12,1.648277
9.939658,12,1.651125
7.833847,12,1.653848
8.132355,12,1.656522
9.634412,12,1.659198
8.165154,12,1.661835
8.289047,12,1.664446
8.474505,12,1.667067
8.834624,12,1.669694
8.581991,12,1.672293
8.735421,12,1.67488
8.140868,12,1.677471
7.772003,12,1.680105
10.083333,12,1.682702
8.681206,12,1.685301
9.757995,12,1.687906
8.209327,12,1.690519
8.100862,12,1.693106
7.747334,12,1.695721
9.03542,12,1.69833
9.483012,12,1.700937
7.554443,12,1.703515
8.461011,12,1.706107
7.810936,12,1.708692
9.218941,12,1.711286
7.707583,12,1.713913
8.547008,12,1.716531
9.204756,12,1.719123
8.739636,12,1.721728
9.094543,12,1.724331
8.219129,12,1.726927
9.17268,12,1.729517
9.256796,12,1.73213
9.372138,12,1.734773
9.452463,12,1.73737
7.646825,12,1.739951
8.270455,12,1.742543
9.209017,12,1.745124
8.962741,12,1.747719
7.602424,12,1.82211
7.952812,12,1.824852
8.880088,12,1.827537
8.29507,12,1.830159
8.724832,12,1.832791
8.625903,12,1.835403
6.873736,12,1.838013
7.599482,12,1.84062
8.477563,12,1.843233
8.808096,12,1.84584
8.159645,12,1.848452
7.022909,12,1.851053
8.05962,12,1.853645
8.600982,12,1.856248
9.501416,12,1.858836
7.336778,12,1.861435
9.137491,12,1.864093
8.215494,12,1.866696
8.804179,12,1.869296
6.976775,12,1.871907
9.100649,12,1.874494
8.593228,12,1.877095
8.269495,12,1.879688
9.042763,12,1.88229
9.163348,12,1.884867
8.957283,12,1.887478
8.897261,12,1.890054
7.135288,12,1.892661
8.643212,12,1.895246
9.244329,12,1.897833
7.950903,12,1.900429
8.350451,12,1.903027
8.687343,12,1.905634
7.796339,12,1.90825
8.538972,12,1.910862
9.145732,12,1.913456
8.756785,12,1.916074
9.594721,12,1.918669
9.192601,12,1.921297
7.634479,12,1.923877
8.490133,12,1.926474
7.525541,12,1.929069
8.733724,12,1.931685
8.372789,12,2.00544
9.744985,12,2.00832
8.504343,12,2.011012
9.433198,12,2.013733
9.973728,12,2.016425
8.928062,12,2.019116
7.842239,12,2.021767
7.556767,12,2.024401
8.886646,12,2.027049
8.855809,12,2.029729
8.340045,12,2.03238
7.027729,12,2.03502
8.825981,12,2.037678
6.914694,12,2.040294
8.593367,12,2.042941
8.22251,12,2.045593
9.003956,12,2.048219
7.233408,12,2.050895
9.091186,12,2.053539
8.994741,12,2.056159
7.992055,12,2.058871
8.760976,12,2.061495
9.199963,12,2.064118
8.016697,12,2.066769
9.562314,12,2.069394
9.01176,12,2.072029
8.027639,12,2.074661
8.643873,12,2.077279
8.959453,12,2.079895
8.538084,12,2.082511
9.45275,12,2.085158
8.043719,12,2.087803
8.664168,12,2.090438
8.800326,12,2.093063
9.121235,12,2.095733
8.302246,12,2.098357
9.12765,12,2.101003
7.455887,12,2.103663
9.325639,12,2.106287
7.605871,12,2.108912
8.514876,12,2.111616
8.405398,12,2.114234
8.831412,12,2.116902
7.241009,12,2.1916
8.310035,12,2.194325
7.739278,12,2.196999
8.69623,12,2.200045
9.540934,12,2.202912
9.146937,12,2.205596
8.374646,12,2.208243
9.979167,12,2.210914
8.940924,12,2.213602
8.293927,12,2.21625
7.866949,12,2.218875
9.701017,12,2.221503
8.642971,12,2.224608
9.32114,12,2.227962
7.535131,12,2.231026
7.477039,12,2.233718
8.000712,12,2.236426
7.394156,12,2.239128
7.483601,12,2.24183
9.212724,12,2.244486
8.286236,12,2.247156
9.898819,12,2.249816
7.984861,12,2.252475
9.913615,12,2.255107
8.051835,12,2.257776
7.470651,12,2.260462
8.960847,12,2.263094
8.577574,12,2.265743
9.126113,12,2.268351
9.902525,12,2.270999
8.418144,12,2.273608
9.770556,12,2.276257
7.631988,12,2.278854
8.495602,12,2.281488
10.003299,12,2.284085
9.572053,12,2.286692
9.661868,12,2.289306
8.429131,12,2.291916
8.388143,12,2.294524
9.012636,12,2.297115
8.483935,12,2.299727
9.01288,12,2.302336
8.241471,12,2.376286
9.524812,12,2.379003
9.688032,12,2.381657
8.444676,12,2.384272
9.514932,12,2.386874
8.867475,12,2.389479
6.963653,12,2.392078
8.015192,12,2.394669
8.352895,12,2.397256
8.61559,12,2.399842
9.300848,12,2.402465
8.901264,12,2.405079
8.050356,12,2.40768
8.660756,12,2.410256
9.314517,12,2.412843
9.765531,12,2.415427
8.68433,12,2.418007
9.681018,12,2.420588
9.63538,12,2.423175
8.983162,12,2.425804
9.189789,12,2.42838
8.396008,12,2.430963
7.639283,12,2.43354
8.588267,12,2.436121
9.019559,12,2.43871
9.77053,12,2.441317
9.013069,12,2.443888
8.406036,12,2.446461
8.688009,12,2.449043
8.309721,12,2.451623
7.258107,12,2.454184
7.998745,12,2.456763
7.948989,12,2.459367
8.115291,12,2.461944
8.757843,12,2.464512
8.52542,12,2.467092
8.683377,12,2.469667
7.920253,12,2.472266
8.515984,12,2.474836
8.779451,12,2.477424
8.622498,12,2.479995
8.973793,12,2.482583
8.09115,12,2.485176
9.153675,12,2.558726
8.765737,12,2.561416
9.45455,12,2.56403
8.647797,12,2.566643
9.355452,12,2.569236
8.536129,12,2.57183
8.610508,12,2.574414
9.06176,12,2.577006
9.654992,12,2.579592
8.808546,12,2.582181
8.626718,12,2.584761
9.770481,12,2.587344
9.552411,12,2.589914
9.045704,12,2.592483
8.537742,12,2.595068
9.425076,12,2.597642
7.921499,12,2.600202
8.396197,12,2.602773
8.234541,12,2.605331
8.401252,12,2.607922
8.390215,12,2.610482
8.485561,12,2.613062
9.316328,12,2.615631
7.415665,12,2.618213
7.964068,12,2.620782
7.475173,12,2.623364
8.037663,12,2.625953
8.450744,12,2.628515
8.47356,12,2.631092
9.526884,12,2.633653
9.030236,12,2.636224
8.430498,12,2.638792
8.739428,12,2.641357
8.902211,12,2.64392
9.318561,12,2.646481
8.268635,12,2.649052
9.781193,12,2.651642
9.755297,12,2.654204
7.868504,12,2.656787
9.879517,12,2.65935
7.413648,12,2.661906
8.775217,12,2.664459
7.988611,12,2.667026
9.406303,12,2.741497
9.330584,12,2.744189
8.596299,12,2.746883
9.480136,12,2.749506
8.330706,12,2.752139
8.121999,12,2.754745
10.404953,12,2.757332
8.794697,12,2.759953
9.191638,12,2.762559
9.089469,12,2.76516
6.597628,12,2.767757
8.393631,12,2.770372
9.619578,12,2.772967
8.99294,12,2.775562
9.970149,12,2.778155
9.00867,12,2.78076
9.353031,12,2.783369
8.845167,12,2.785996
8.867321,12,2.788613
8.546253,12,2.79121
8.510451,12,2.793787
9.178374,12,2.796389
8.272763,12,2.798986
9.184104,12,2.801579
8.129548,12,2.804158
9.036128,12,2.806765
8.206031,12,2.809355
8.723356,12,2.811972
9.719973,12,2.814554
7.971392,12,2.817144
8.768597,12,2.819763
9.452308,12,2.822363
8.371414,12,2.824946
9.169529,12,2.827538
9.784892,12,2.830133
7.95588,12,2.832736
9.957376,12,2.835322
10.270948,12,2.837933
8.927724,12,2.840509
10.057318,12,2.843107
8.319878,12,2.845693
8.521759,12,2.848309
10.015395,12,2.922895
9.405971,12,2.925637
9.285529,12,2.92829
7.667738,12,2.930905
8.335419,12,2.933543
9.0397,12,2.936185
8.247837,12,2.938802
9.064923,12,2.941427
7.173204,12,2.944031
8.942449,12,2.94664
8.239601,12,2.949233
9.819042,12,2.951828
7.719171,12,2.954404
9.111222,12,2.957029
9.385902,12,2.959623
7.634353,12,2.962213
8.436128,12,2.96479
9.831105,12,2.967393
8.331478,12,2.969983
9.06554,12,2.972572
9.883174,12,2.975136
9.038115,12,2.977748
9.831459,12,2.980363
9.110212,12,2.982964
9.326461,12,2.98558
8.305968,12,2.988161
9.617141,12,2.99075
8.113074,12,2.993325
9.748471,12,2.9959
8.35862,12,2.998486
9.570275,12,3.001072
9.400118,12,3.003659
7.705901,12,3.006247
9.956698,12,3.008825
9.021352,12,3.011395
9.058821,12,3.013974
9.223036,12,3.01656
9.427466,12,3.019127
10.015129,12,3.021715
8.900652,12,3.024309
7.846125,12,3.026887
8.473035,12,3.029449
9.270541,12,3.032047
8.122142,12,3.10561
9.326859,12,3.108475
7.984485,12,3.111138
8.439804,12,3.113768
9.074364,12,3.116386
8.736492,12,3.119033
9.37047,12,3.121659
8.270743,12,3.124271
8.824386,12,3.126877
9.704756,12,3.129488
8.463862,12,3.132096
8.030651,12,3.134697
9.228353,12,3.1373
9.714621,12,3.139913
7.363125,12,3.142512
8.798818,12,3.145111
9.274061,12,3.147758
8.893406,12,3.150344
8.539899,12,3.152958
9.026393,12,3.155545
9.515674,12,3.158134
8.92519,12,3.160753
8.964389,12,3.163381
8.571382,12,3.165996
9.100333,12,3.168599
8.836706,12,3.171198
9.072596,12,3.17381
9.371549,12,3.176421
8.702802,12,3.17902
8.461648,12,3.181619
8.471608,12,3.184206
8.840824,12,3.186797
8.967422,12,3.189504
8.841865,12,3.19218
7.6175,12,3.194797
8.784948,12,3.197576
8.256483,12,3.200325
9.651213,12,3.202917
9.142766,12,3.205554
9.776367,12,3.208148
9.075268,12,3.210755
8.758399,12,3.213435
9.852886,12,3.216058
9.065354,12,3.292302
9.748897,12,3.295035
8.338025,12,3.297705
9.051621,12,3.300411
9.43067,12,3.303066
8.232414,12,3.305727
8.411537,12,3.308363
8.65928,12,3.310997
9.239333,12,3.313609
9.397119,12,3.316232
8.725926,12,3.318841
8.889843,12,3.321455
9.291948,12,3.324046
10.266873,12,3.326656
7.985091,12,3.329259
8.768259,12,3.331862
9.032209,12,3.33446
8.733961,12,3.337066
9.979861,12,3.33968
9.092771,12,3.34228
9.007426,12,3.344865
8.416638,12,3.347469
8.701529,12,3.35006
7.745164,12,3.352682
9.535469,12,3.355269
7.711251,12,3.357879
8.482018,12,3.360479
9.123267,12,3.363076
9.329437,12,3.365665
10.139852,12,3.368251
8.150714,12,3.37086
9.775166,12,3.373462
8.577083,12,3.376044
8.871276,12,3.378636
9.430871,12,3.381245
9.462583,12,3.383829
8.747298,12,3.386423
9.00045,12,3.389027
9.221845,12,3.391641
8.781973,12,3.394232
8.253249,12,3.396831
8.382477,12,3.399429
9.369116,12,3.473066
8.612012,12,3.475893
9.997001,12,3.47863
8.335132,12,3.48126
9.392135,12,3.483877
8.144275,12,3.486503
8.127595,12,3.489114
7.817361,12,3.49172
7.984144,12,3.494326
8.086283,12,3.496923
8.926208,12,3.499521
8.458002,12,3.502117
7.812744,12,3.504732
9.798033,12,3.507339
9.17873,12,3.509929
8.875696,12,3.512541
8.720005,12,3.51513
8.66835,12,3.517724
7.845843,12,3.520315
9.171269,12,3.522907
9.242367,12,3.525503
6.548468,12,3.5281
9.595162,12,3.530693
9.255581,12,3.533281
10.333811,12,3.535875
8.799672,12,3.538456
7.457571,12,3.541048
7.816098,12,3.543632
8.452878,12,3.546223
9.3808,12,3.548815
8.893164,12,3.55141
9.862368,12,3.554005
9.185245,12,3.556603
9.584495,12,3.559197
8.866055,12,3.561821
8.568131,12,3.564407
9.357396,12,3.567003
9.905171,12,3.569621
9.58868,12,3.572261
9.630279,12,3.574835
8.633414,12,3.57743
8.558928,12,3.580016
8.832571,12,3.582599
9.871201,12,3.656143
8.832437,12,3.658824
8.563149,12,3.661468
9.429741,12,3.664085
9.63351,12,3.666724
8.222699,12,3.669323
9.205874,12,3.671898
9.897495,12,3.674489
8.869481,12,3.677085
8.31389,12,3.67968
8.826774,12,3.682279
9.025836,12,3.684857
8.841052,12,3.687464
9.364747,12,3.690031
8.472186,12,3.692612
8.583557,12,3.695179
10.191452,12,3.697753
9.752893,12,3.700346
8.734696,12,3.702926
9.749756,12,3.705542
9.42788,12,3.708131
8.528171,12,3.710715
9.037362,12,3.713301
8.987144,12,3.715899
7.990597,12,3.718501
9.83821,12,3.721092
9.810034,12,3.723668
8.472778,12,3.72625
9.196059,12,3.728846
8.9178,12,3.73141
9.125794,12,3.733984
8.948845,12,3.736578
8.556175,12,3.739142
9.279693,12,3.741713
8.777574,12,3.744281
8.621359,12,3.746857
8.162329,12,3.749422
8.908963,12,3.752002
8.42275,12,3.754596
9.511291,12,3.757175
8.59942,12,3.759737
10.015381,12,3.762319
9.435581,12,3.764912
8.732484,12,3.839459
9.318942,12,3.842313
9.770418,12,3.844963
8.242305,12,3.847607
9.557137,12,3.85023
9.05566,12,3.852848
8.410095,12,3.855451
7.912197,12,3.858065
9.095442,12,3.860725
8.213133,12,3.863324
7.637983,12,3.865927
8.333761,12,3.868538
9.257225,12,3.871149
10.057757,12,3.873729
8.531885,12,3.876324
10.060414,12,3.878923
9.584557,12,3.88153
8.801396,12,3.884111
9.675352,12,3.886701
9.326636,12,3.889275
8.938761,12,3.891856
8.92022,12,3.894436
8.025119,12,3.89703
7.978052,12,3.89962
8.970784,12,3.902214
8.971234,12,3.904796
9.043884,12,3.907395
9.186332,12,3.909967
9.199011,12,3.91255
8.825754,12,3.915124
9.377247,12,3.917712
8.984067,12,3.92029
9.774569,12,3.922891
7.816815,12,3.925468
9.125143,12,3.928071
10.114654,12,3.930646
9.325621,12,3.933221
9.127474,12,3.935805
8.881802,12,3.938388
8.872113,12,3.940964
8.911875,12,3.943546
9.007433,12,3.946145
9.62272,12,4.019914
8.362734,12,4.022807
10.010379,12,4.025517
8.601831,12,4.028144
8.677214,12,4.030781
9.656236,12,4.033371
9.276891,12,4.035986
8.675859,12,4.038607
9.256399,12,4.04121
8.822665,12,4.04381
9.737978,12,4.046435
9.123252,12,4.049026
8.708474,12,4.051624
8.781421,12,4.054199
8.1841,12,4.05679
9.618396,12,4.059381
9.57597,12,4.061983
9.5212,12,4.064576
7.88069,12,4.067175
8.797407,12,4.069761
9.336417,12,4.072361
9.574181,12,4.074946
8.257668,12,4.077547
8.136306,12,4.080155
9.202551,12,4.082749
9.4407,12,4.085342
9.770404,12,4.087939
10.306008,12,4.090539
9.382407,12,4.093123
10.289603,12,4.095712
8.635387,12,4.098307
8.391873,12,4.100956
9.460798,12,4.103542
8.371976,12,4.106164
9.402021,12,4.10875
10.342493,12,4.111338
8.100507,12,4.113919
8.886883,12,4.116496
8.852225,12,4.119086
8.00561,12,4.121682
9.567617,12,4.124259
9.34167,12,4.126842
8.433796,12,4.129447
9.956516,12,4.203053
7.95,12,4.205781
9.432191,12,4.208458
10.356159,12,4.211122
8.729767,12,4.213773
9.442493,12,4.216415
9.225771,12,4.219049
9.482354,12,4.221685
9.181219,12,4.22466
9.499968,12,4.22791
8.145925,12,4.231233
9.396113,12,4.233923
8.233416,12,4.236567
9.82615,12,4.239187
9.487593,12,4.241827
9.787849,12,4.244446
9.346602,12,4.247056
9.256825,12,4.249672
8.023651,12,4.252296
9.106592,12,4.254892
8.985215,12,4.257486
8.423653,12,4.260086
9.877308,12,4.262689
9.633805,12,4.265259
8.873625,12,4.267873
8.121384,12,4.270466
9.932076,12,4.273054
7.658268,12,4.275646
10.043076,12,4.27822
8.501676,12,4.280833
8.705423,12,4.283406
9.052185,12,4.285976
9.759344,12,4.288597
9.748291,12,4.291196
8.365329,12,4.293782
9.020655,12,4.296378
9.657215,12,4.298958
9.402518,12,4.301552
8.745333,12,4.304128
9.314276,12,4.306711
9.410215,12,4.309301
9.498375,12,4.31189
9.36032,12,4.314468
9.714595,12,4.388939
7.796143,12,4.391797
9.813964,12,4.39445
9.694846,12,4.39712
9.521201,12,4.399714
8.407822,12,4.402316
8.527676,12,4.404913
9.773208,12,4.407539
9.399517,12,4.41016
8.536139,12,4.412753
9.193174,12,4.415317
7.705596,12,4.417929
8.860995,12,4.420505
8.676522,12,4.423135
9.107373,12,4.425713
9.121,12,4.428286
9.186463,12,4.430862
10.13586,12,4.433431
8.964182,12,4.436012
8.93999,12,4.438599
8.573421,12,4.441186
8.468373,12,4.443769
9.908384,12,4.44636
9.223775,12,4.448952
9.625241,12,4.451517
9.238825,12,4.454079
8.643577,12,4.456662
9.031876,12,4.459275
8.696993,12,4.461838
9.05121,12,4.464397
9.626102,12,4.466996
9.177024,12,4.469599
10.00513,12,4.472204
8.227224,12,4.474779
10.128847,12,4.477358
8.65814,12,4.479937
8.562059,12,4.482534
9.008864,12,4.485093
8.960323,12,4.487678
8.65232,12,4.490235
9.789596,12,4.492812
9.592011,12,4.495383
8.72625,12,4.569538
10.296573,12,4.572277
8.475628,12,4.574946
9.564267,12,4.577598
9.442689,12,4.580833
9.154435,12,4.583773
10.333333,12,4.58658
10.886253,12,4.589381
9.332535,12,4.592123
8.838045,12,4.594893
9.632051,12,4.597644
8.921027,12,4.600423
8.442869,12,4.603114
9.651655,12,4.605783
7.653645,12,4.608428
8.750283,12,4.611062
7.857871,12,4.613681
10.13618,12,4.616294
10.333333,12,4.618915
9.276698,12,4.6215
10.508118,12,4.624079
9.30072,12,4.626674
8.922539,12,4.629275
8.600481,12,4.631872
10.2,12,4.634464
9.750973,12,4.637039
8.922014,12,4.639614
9.304837,12,4.642196
9.557821,12,4.644772
7.401721,12,4.647358
9.159987,12,4.649946
10.013769,12,4.652529
8.861097,12,4.655104
8.743552,12,4.657687
8.824032,12,4.66027
10.055241,12,4.662873
9.081285,12,4.665443
8.442272,12,4.668031
9.702495,12,4.67061
10.03942,12,4.673204
8.750403,12,4.675779
9.058388,12,4.678351
9.695199,12,4.68094
7.981708,12,4.755286
9.053668,12,4.758194
9.22325,12,4.760868
10.251359,12,4.763504
9.905591,12,4.766122
9.665097,12,4.768726
9.765003,12,4.771318
8.028501,12,4.773897
9.083419,12,4.776496
8.859024,12,4.779084
9.608243,12,4.78168
8.719008,12,4.784261
8.917445,12,4.78685
9.133193,12,4.789431
8.719063,12,4.792015
9.736852,12,4.794591
9.79408,12,4.797179
8.415532,12,4.79977
8.396903,12,4.802356
9.605303,12,4.804935
10.043117,12,4.807542
8.401474,12,4.810108
8.275058,12,4.81268
8.840941,12,4.815258
9.011263,12,4.81785
9.136029,12,4.820425
8.750142,12,4.823011
9.013699,12,4.825581
9.178382,12,4.828157
9.960139,12,4.830761
10.128532,12,4.833386
9.700738,12,4.835959
9.65183,12,4.838551
8.785607,12,4.841142
9.283333,12,4.843719
10.314925,12,4.846289
10.049433,12,4.848868
9.343676,12,4.851442
8.992988,12,4.853999
9.491447,12,4.856586
9.65601,12,4.859152
8.982177,12,4.861777
8.517467,12,4.864345
9.420735,12,4.938175
9.795193,12,4.941263
8.389297,12,4.94402
8.897681,12,4.947348
9.79593,12,4.95011
9.493959,12,4.95279
10.027677,12,4.95546
8.139777,12,4.958119
9.563848,12,4.96078
9.70842,12,4.9634
9.67503,12,4.966056
9.310914,12,4.968682
8.173494,12,4.971318
8.483812,12,4.973953
9.245393,12,4.976585
9.338033,12,4.979225
9.546661,12,4.981999
9.260566,12,4.984742
9.602842,12,4.98754
10.398849,12,4.990292
10.373458,12,4.993055
9.843654,12,4.995819
10.046512,12,4.998557
8.692658,12,5.00133
9.560208,12,5.004083
9.615598,12,5.006832
8.852446,12,5.009566
9.40883,12,5.012341
10.070978,12,5.015093
8.962448,12,5.017867
9.572479,12,5.020552
9.252962,12,5.023199
10.10428,12,5.025831
10.167418,12,5.028569
7.871554,12,5.0312
9.245645,12,5.03379
8.586293,12,5.036434
9.090648,12,5.039112
9.194955,12,5.041757
9.335338,12,5.044392
9.696902,12,5.047065
8.183605,12,5.049718
10.278668,12,5.125182
8.674952,12,5.127981
9.356819,12,5.130647
9.253238,12,5.133312
9.442205,12,5.135969
10.180023,12,5.138583
9.506531,12,5.141224
8.728735,12,5.143838
7.590675,12,5.146461
7.758334,12,5.149079
8.989757,12,5.151689
9.129309,12,5.154317
9.010712,12,5.156924
9.614486,12,5.159534
7.298384,12,5.162133
9.056016,12,5.164741
9.351759,12,5.167383
9.339117,12,5.169995
9.471989,12,5.172609
9.299305,12,5.175211
8.857495,12,5.17781
9.0272,12,5.180396
9.820552,12,5.182984
8.874729,12,5.185587
9.299112,12,5.18818
9.390054,12,5.190777
10.004471,12,5.193384
9.289539,12,5.195999
9.4922,12,5.198617
7.605694,12,5.201217
9.226552,12,5.203829
8.901419,12,5.206454
8.844388,12,5.20905
9.718785,12,5.211639
9.551609,12,5.214235
9.555595,12,5.216862
8.975363,12,5.219494
8.937682,12,5.222125
10.36047,12,5.224727
9.725443,12,5.228052
10.194312,12,5.231399
10.692232,12,5.234532
10.159176,12,5.237314
9.204765,12,5.312655
9.28837,12,5.315395
8.286358,12,5.318057
10.333898,12,5.320697
9.711424,12,5.323334
8.997758,12,5.325986
9.238009,12,5.328646
9.303694,12,5.331286
9.673221,12,5.333911
9.082661,12,5.336545
10.6,12,5.339158
9.409182,12,5.341776
9.542862,12,5.344383
10.155171,12,5.347005
9.27807,12,5.349627
9.60399,12,5.352256
8.325152,12,5.354868
9.760134,12,5.357499
9.18491,12,5.360131
9.34396,12,5.36275
8.840316,12,5.365365
8.971016,12,5.367984
9.849228,12,5.370591
9.933333,12,5.373195
9.235607,12,5.375798
9.327717,12,5.378394
9.506251,12,5.380998
9.964774,12,5.383602
9.00071,12,5.386212
7.69883,12,5.388823
10.13586,12,5.391433
10.524247,12,5.394095
8.511282,12,5.396698
10.421911,12,5.3993
8.35984,12,5.40191
9.720938,12,5.404533
10.654599,12,5.407137
10.266667,12,5.409741
10.139337,12,5.412351
9.542862,12,5.414979
9.279293,12,5.417581
8.750123,12,5.420201
9.272893,12,5.422842
9.991493,12,5.496916
8.25813,12,5.499639
8.628213,12,5.502286
8.760675,12,5.50519
7.586711,12,5.50809
9.394239,12,5.510773
9.966455,12,5.513404
9.517265,12,5.516045
9.927639,12,5.518663
